benchmark,item,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
B6,253,0,1,0,0,1,1,1,1,1,1,1,0
B6,254,0,0,1,0,0,0,0,1,0,0,0,0
B6,255,1,1,1,1,1,1,1,1,1,1,1,1
B6,256,1,0,0,0,0,0,1,0,0,0,0,0
B6,257,1,1,1,1,0,1,1,1,1,1,1,1
B6,258,1,1,1,1,1,1,1,1,1,1,1,1
B6,259,1,1,1,1,1,1,1,0,1,1,1,1
B6,260,1,0,0,1,1,1,1,1,1,0,0,1
B6,261,1,1,1,1,1,1,1,1,1,1,1,1
B6,262,1,1,1,1,1,1,1,1,1,1,1,1
B6,263,1,1,1,1,0,1,1,1,1,1,1,1
B6,264,1,1,1,0,1,1,1,1,0,1,1,0
B6,265,1,1,1,1,1,1,1,0,0,0,1,1
B6,266,0,0,0,0,1,0,0,1,0,0,0,0
B6,267,0,1,0,1,1,0,1,0,1,1,0,0
B6,268,1,1,1,1,1,1,0,1,1,1,0,1
B6,269,1,1,1,1,0,1,1,1,1,1,1,1
B6,270,1,1,1,1,0,0,1,1,0,1,1,0
B6,271,1,0,1,1,0,0,1,1,1,1,1,1
B6,272,0,1,1,0,0,0,0,1,0,1,0,0
B6,273,1,0,1,0,1,1,1,1,1,1,0,0
B6,274,0,1,0,0,1,0,1,0,1,0,0,0
B6,275,0,0,1,1,1,1,1,1,1,0,1,1
B6,276,1,1,1,1,1,1,1,1,0,0,0,0
B6,277,1,1,1,1,1,0,1,1,0,0,1,0
B6,278,0,1,1,1,0,1,0,0,1,0,0,0
B6,279,1,1,0,0,1,1,1,0,1,1,0,1
B6,280,1,1,1,0,1,1,1,1,1,1,1,1
B6,281,0,0,1,0,0,0,0,0,0,0,0,0
B6,282,1,1,1,0,1,1,0,1,1,1,0,1
B6,283,0,0,0,1,1,0,1,0,0,0,0,0
B6,284,0,1,0,1,0,0,1,0,1,0,0,0
B6,285,1,1,1,1,1,1,1,1,1,1,1,1
B6,286,1,1,1,1,1,1,1,0,1,1,0,1
B6,287,1,0,1,0,1,1,0,0,0,1,0,0
B6,288,1,1,1,0,1,0,1,0,1,0,1,0
B6,289,1,1,1,1,1,1,0,1,0,0,0,1
B6,290,1,1,1,0,1,1,0,1,1,0,1,0
B6,291,1,1,0,1,1,1,1,1,1,1,0,1
B6,292,1,1,1,0,0,1,0,0,1,0,0,0
B6,293,1,1,1,1,1,1,1,1,1,1,0,1
B6,294,0,1,1,1,0,1,0,0,0,1,1,1
B6,295,1,0,1,0,0,1,1,1,0,1,1,0
B6,296,1,1,1,1,1,1,1,1,0,1,1,1
B6,297,1,1,1,1,0,1,1,1,1,0,1,1
B6,298,1,0,1,1,0,1,0,0,0,0,0,0
B6,299,1,1,1,1,0,1,1,1,0,1,0,1
B6,300,1,1,1,1,1,1,1,1,0,1,1,1
B6,301,1,1,0,0,0,0,1,0,0,0,0,0
B6,302,1,1,1,1,1,1,1,1,0,1,0,1
B6,303,1,0,1,1,1,0,1,1,1,1,0,1
B6,304,1,1,0,0,0,0,0,0,1,1,0,0
B6,305,1,1,1,1,1,1,0,0,1,1,1,0
B6,306,1,1,1,1,1,1,1,1,1,1,1,1
B6,307,1,1,1,1,1,1,1,1,1,1,1,1
B6,308,1,1,1,0,0,0,1,0,0,1,0,0
B6,309,1,1,1,1,0,1,1,1,1,1,1,1
B6,310,1,1,0,1,1,0,0,1,1,1,0,0
B6,311,1,1,1,1,1,1,1,1,1,1,1,1
B6,312,1,1,1,1,1,1,1,1,1,1,1,1
B6,313,1,0,1,0,0,0,0,0,0,0,1,0
B6,314,0,1,1,1,1,0,0,1,1,1,0,1
B6,315,1,1,1,1,0,1,0,0,1,0,0,0
B6,316,0,1,0,1,0,1,1,0,0,0,1,0
B6,317,1,1,1,1,1,1,1,0,1,1,1,0
B6,318,1,1,0,1,1,0,0,1,1,1,0,0
B6,319,0,0,0,0,0,1,0,0,0,0,1,1
B6,320,1,1,1,1,1,1,1,1,1,1,0,1
B6,321,1,0,0,1,0,1,0,0,1,1,0,1
B6,322,1,1,1,1,1,1,0,0,1,1,0,0
B6,323,1,1,1,1,1,0,0,1,1,0,1,1
B6,324,1,1,1,1,1,0,1,0,1,0,0,1
B6,325,1,1,1,1,0,0,0,0,1,0,0,0
B6,326,1,1,1,1,1,1,1,0,0,1,1,1
B6,327,1,1,0,1,0,0,1,0,0,1,1,1
B6,328,0,0,1,0,1,1,1,1,0,0,0,0
B6,329,1,1,1,1,1,1,1,1,1,1,1,1
B6,330,1,1,0,1,1,1,1,1,1,1,1,1
B6,331,1,1,1,0,0,1,1,1,1,0,1,1
B6,332,0,0,0,0,0,1,0,0,1,0,0,0
B6,333,1,1,1,1,0,1,0,0,0,1,0,0
B6,334,1,0,0,1,0,0,1,0,0,0,0,0
B6,335,1,1,1,1,1,1,1,1,1,1,1,1
B6,336,1,1,1,1,1,1,1,0,1,1,1,1
B6,337,1,1,1,1,0,0,1,1,1,1,0,1
B6,338,1,1,1,1,1,1,1,0,1,1,1,1
B6,339,1,1,1,1,1,1,0,1,1,1,0,0
B6,340,0,1,1,1,1,1,1,1,1,0,1,1
B6,341,1,1,1,1,1,1,1,1,1,1,1,1
B6,342,1,0,1,1,1,1,1,1,1,0,1,0
B6,343,1,1,1,1,1,1,0,0,0,0,0,1
B6,344,1,0,1,0,0,0,1,1,0,0,0,0
B6,345,1,1,1,1,1,1,1,1,1,1,1,0
B6,346,1,0,1,1,1,0,0,1,0,0,1,0
B6,347,1,1,1,1,1,1,1,1,0,1,1,1
B6,348,1,1,0,1,1,1,1,0,0,1,1,0
B6,349,1,1,1,1,1,1,1,1,1,0,1,1
B6,350,1,1,1,1,1,1,1,1,1,1,0,0
B6,351,1,0,1,1,1,1,0,1,0,0,0,0
B6,352,0,0,0,0,0,1,0,0,0,0,0,0
B6,353,1,1,1,1,1,1,1,1,1,1,1,1
B6,354,1,0,0,0,0,0,1,0,0,0,0,0
B6,355,1,1,1,1,1,1,1,1,1,1,1,1
B6,356,0,0,0,0,0,0,0,0,0,0,0,0
B6,357,1,1,0,0,1,1,0,0,1,0,1,1
B6,358,1,1,1,1,1,1,1,1,1,1,1,1
B6,359,1,1,1,1,1,1,0,1,1,1,1,0
B6,360,1,1,1,1,0,1,0,0,1,0,0,0
B6,361,1,0,1,0,0,0,0,0,0,0,1,0
B6,362,1,1,0,1,1,0,1,1,0,0,1,0
B6,363,1,1,1,1,1,1,1,1,1,1,0,1
B6,364,1,0,1,1,0,1,1,0,1,1,1,1
B6,365,0,1,1,1,1,0,1,1,0,0,0,0
B6,366,1,1,1,1,1,1,1,0,1,1,1,1
B6,367,1,1,1,1,1,0,1,1,1,0,1,1
B6,368,0,0,0,0,0,0,0,0,0,1,1,0
B6,369,0,0,0,1,0,1,0,1,0,0,0,0
B6,370,1,0,1,0,1,0,1,0,0,0,0,0
B6,371,1,1,0,1,1,1,1,1,1,1,0,0
B6,372,1,1,1,1,1,1,1,1,1,1,1,1
B6,373,1,0,0,0,0,0,0,0,0,0,0,0
B6,374,1,1,0,1,1,1,0,1,1,1,0,1
B6,375,0,0,0,1,1,1,1,0,0,1,0,0
B6,376,1,1,1,1,1,1,1,1,1,1,1,1
B6,377,1,0,0,0,0,1,0,1,0,0,0,1
B6,378,1,1,1,1,1,1,1,1,0,1,1,1
B6,379,1,1,1,1,1,1,1,1,1,1,1,1
B6,380,1,1,1,0,1,1,0,0,0,1,1,1
B6,381,1,1,1,1,1,1,0,0,0,0,1,0
B6,382,0,1,0,1,0,0,0,0,0,1,0,0
B6,383,1,1,1,1,1,0,1,1,1,1,0,1
B6,384,0,0,1,1,1,1,1,1,0,0,0,0
B6,385,0,1,0,1,0,0,1,0,0,0,0,1
B6,386,0,1,1,1,0,1,0,0,1,1,0,0
B6,387,0,0,1,0,1,1,0,1,1,1,0,0
B6,388,0,1,0,1,0,0,0,0,0,0,0,0
B6,389,1,1,1,1,0,1,0,0,1,1,0,0
B6,390,1,1,0,1,0,0,0,1,1,0,0,0
B6,391,1,1,0,1,1,1,1,1,1,1,0,1
B6,392,1,1,1,0,1,1,1,1,1,0,0,0
B6,393,1,1,1,1,1,1,1,1,1,1,1,0
B6,394,1,1,1,1,1,1,1,1,1,1,1,1
B6,395,0,1,0,0,1,0,0,1,1,0,0,0
B6,396,1,0,1,1,1,0,1,1,1,1,0,1
B6,397,0,1,1,0,1,0,1,1,0,0,1,0
B6,398,1,1,1,0,1,1,1,1,1,0,0,1
B6,399,1,1,0,0,1,0,0,0,0,1,0,1
B6,400,0,1,0,1,0,0,1,1,0,0,0,0
B6,401,0,0,0,0,0,1,0,0,0,0,0,0
B6,402,0,1,1,0,1,1,1,1,0,0,1,0
B6,403,1,0,0,0,0,0,0,0,1,0,0,0
B6,404,1,0,0,0,0,0,0,0,0,0,0,0
B6,405,1,0,1,1,1,1,1,1,1,1,1,1
B6,406,1,1,1,1,0,0,1,1,1,0,0,0
B6,407,0,0,0,0,1,0,0,0,0,0,1,0
B6,408,0,1,1,0,1,1,1,1,1,1,1,1
B6,409,1,1,1,1,1,1,1,1,1,1,1,1
B6,410,1,1,0,0,1,0,0,0,0,0,0,0
B6,411,1,1,1,1,1,1,1,1,1,1,1,1
B6,412,1,1,1,0,1,1,1,0,1,1,1,1
B6,413,1,1,1,1,0,0,1,1,1,1,0,0
B6,414,1,1,0,1,1,1,0,1,1,0,0,1
B6,415,1,1,1,1,1,1,1,1,1,1,1,1
B6,416,1,0,1,0,1,1,1,0,0,1,1,0
B6,417,1,1,1,1,1,1,1,1,0,1,1,1
B6,418,1,1,0,0,1,0,0,0,0,0,0,0
B6,419,1,1,0,0,0,1,0,0,1,1,1,1
B6,420,1,0,1,0,1,1,0,0,1,0,1,1
B6,421,1,1,1,1,1,0,1,1,1,0,1,1
B6,422,1,1,0,1,1,1,1,1,1,1,1,0
B6,423,1,0,1,1,1,1,0,1,0,1,0,1
B6,424,1,1,0,1,1,1,0,0,0,0,0,0
B6,425,1,1,1,0,0,0,0,1,1,1,0,1
B6,426,1,1,1,1,1,1,1,1,1,1,1,1
B6,427,1,1,1,1,1,1,0,1,1,0,1,1
B6,428,1,1,0,1,1,0,0,1,1,0,0,1
B6,429,1,1,1,1,0,1,1,1,1,0,1,0
B6,430,1,1,1,1,1,1,1,1,1,1,1,0
B6,431,0,0,0,0,0,0,1,0,0,0,0,1
B6,432,0,1,0,1,1,0,0,0,1,0,0,1
B6,433,1,1,1,1,1,1,1,1,1,1,1,1
B6,434,1,1,1,1,1,1,1,1,1,1,1,1
B6,435,0,1,0,1,0,0,0,1,0,0,0,0
B6,436,1,1,1,1,1,1,1,1,1,1,1,1
B6,437,1,1,1,1,0,0,1,1,1,1,0,0
B6,438,1,1,1,1,1,1,1,1,1,1,1,1
B6,439,1,1,1,1,1,1,1,1,1,1,1,1
B6,440,1,1,1,1,1,1,1,1,1,1,0,1
B6,441,0,1,1,1,0,0,1,0,0,0,0,0
B6,442,1,1,0,1,1,1,1,0,0,1,0,0
B6,443,1,1,1,1,0,1,1,1,1,1,1,0
B6,444,1,1,1,1,1,1,1,0,1,1,1,1
B6,445,0,0,0,0,0,0,0,0,0,0,0,0
B6,446,0,1,1,1,1,0,1,1,1,0,1,1
B6,447,1,1,1,1,1,1,0,1,0,1,1,1
B6,448,1,1,1,1,1,1,1,1,1,1,1,1
B6,449,1,1,1,1,1,1,1,0,1,1,1,0
B6,450,0,0,1,1,1,1,0,0,0,0,0,1
B6,451,1,1,0,0,0,1,1,0,0,1,0,1
B6,452,1,1,1,1,1,1,0,1,1,0,0,1
B6,453,1,1,1,1,1,1,1,1,0,1,1,0
B6,454,1,1,1,1,1,1,1,1,1,1,1,1
B6,455,1,0,1,0,1,1,1,0,1,1,0,0
B6,456,1,1,1,1,0,1,1,1,0,1,1,0
B6,457,0,1,1,1,0,1,1,1,1,1,1,1
B6,458,1,1,0,0,1,1,1,0,0,0,0,0
B6,459,1,1,1,1,1,1,1,1,1,1,1,1
B6,460,0,0,1,0,0,0,1,0,0,0,0,0
B6,461,1,0,0,1,1,1,0,1,1,1,1,1
B6,462,1,1,0,0,0,1,0,0,0,1,0,0
B6,463,1,1,1,1,1,1,1,1,1,1,1,1
B6,464,1,1,1,1,1,1,1,0,1,0,1,1
B6,465,0,0,0,0,1,0,0,0,0,1,0,0
B6,466,1,1,1,1,1,0,1,0,0,1,0,0
B6,467,1,0,0,1,1,1,1,1,1,1,1,1
B6,468,0,1,1,0,0,0,0,0,1,0,0,0
B6,469,1,1,0,0,0,1,0,1,0,0,1,0
B6,470,1,1,1,1,1,1,1,0,1,1,0,0
B6,471,1,1,1,1,1,1,1,1,1,1,0,0
B6,472,1,1,1,1,1,1,1,1,1,1,1,1
B6,473,0,0,0,1,1,0,0,0,1,0,1,0
B6,474,1,1,0,1,1,1,0,1,1,1,0,1
B6,475,1,1,0,0,1,0,1,0,0,0,0,0
B6,476,1,1,1,1,1,1,0,1,1,1,1,1
B6,477,1,0,1,0,0,0,0,1,0,0,1,1
B6,478,1,1,1,1,1,1,1,1,0,1,1,1
B6,479,1,1,1,1,0,1,1,0,1,0,0,0
B6,480,1,1,0,1,1,1,1,1,1,0,1,1
B6,481,1,1,1,1,1,1,1,1,0,1,0,1
B6,482,1,1,1,1,1,0,1,1,1,1,1,1
B6,483,1,1,0,1,1,1,1,0,1,1,0,1
B6,484,1,1,1,1,0,1,0,1,1,1,1,0
B6,485,0,0,1,0,0,0,0,0,0,0,0,1
B6,486,1,1,0,1,1,1,1,1,1,0,1,1
B6,487,1,1,1,1,1,1,1,1,1,0,1,1
B6,488,1,1,1,1,1,1,1,1,1,0,1,1
B6,489,1,1,1,0,1,1,1,1,1,0,0,1
B6,490,0,1,1,0,0,0,1,0,1,0,0,0
B6,491,1,1,1,1,1,1,1,1,1,1,1,1
B6,492,1,1,1,1,1,1,1,1,1,1,1,1
B6,493,1,1,1,1,1,0,1,1,1,0,0,0
B6,494,1,1,1,1,1,1,1,1,1,0,0,1
B6,495,1,1,1,0,0,0,1,1,0,0,0,0
B6,496,0,1,1,0,0,0,0,1,1,0,0,0
B6,497,1,1,1,1,0,0,0,0,0,0,0,0
B6,498,1,1,1,1,1,1,1,0,0,1,1,0
B6,499,1,1,1,1,1,1,1,1,1,1,1,1
B6,500,1,1,1,1,1,1,1,1,1,1,1,1
B6,501,1,1,1,1,1,1,1,1,1,1,1,1
B6,502,1,1,1,1,1,1,1,1,1,1,1,0
B6,503,1,1,1,1,1,1,1,1,1,1,1,1
B6,504,1,1,1,1,1,1,1,1,1,1,1,1
B6,505,1,1,1,1,1,1,1,1,1,1,1,1
B6,506,1,1,1,1,1,1,1,1,1,1,0,0
B6,507,0,1,1,1,1,0,0,1,1,1,0,1
B6,508,0,0,1,1,1,0,0,1,0,0,1,0
B6,509,1,1,1,1,1,0,1,0,1,0,1,0
B6,510,1,1,1,1,1,1,1,1,1,1,1,1
B6,511,1,1,1,1,1,1,1,1,1,0,1,1
B6,512,1,0,1,1,1,1,0,1,0,1,1,0
B6,513,1,0,1,1,0,0,0,1,0,0,0,0
B6,514,1,1,1,1,1,1,0,1,1,1,1,1
B6,515,1,1,0,0,0,1,1,1,0,0,0,0
B6,516,1,1,1,0,0,0,1,0,0,0,0,0
B6,517,1,1,1,1,1,1,1,1,0,1,1,1
B6,518,1,0,1,0,0,1,0,1,0,1,0,1
B6,519,1,1,1,1,1,1,1,1,0,1,1,1
B6,520,1,1,1,1,1,1,1,1,1,1,1,1
B6,521,1,1,1,1,1,1,1,1,1,0,1,1
B6,522,1,0,1,1,0,1,1,1,1,1,0,0
B6,523,1,1,1,1,1,0,1,1,1,1,1,1
B6,524,0,1,0,1,0,1,0,0,0,0,0,0
B6,525,1,1,1,1,1,1,1,1,1,1,1,1
B6,526,1,0,1,0,0,0,1,1,0,0,0,0
B6,527,0,1,0,1,0,1,1,1,1,0,0,0
B6,528,1,1,1,1,1,1,1,1,1,1,1,1
B6,529,1,1,1,1,1,1,1,1,1,1,0,0
B6,530,1,1,1,1,1,1,1,1,1,1,1,1
B6,531,1,1,0,1,1,1,1,1,1,0,1,1
B6,532,1,1,1,1,0,1,1,1,1,1,1,1
B6,533,1,0,1,0,1,0,1,1,1,0,0,0
B6,534,0,0,1,0,0,1,0,0,0,0,0,0
B6,535,1,1,1,1,1,1,1,1,1,1,1,1
B6,536,1,1,1,0,1,1,1,1,1,0,1,1
B6,537,1,1,1,1,1,1,1,0,1,1,1,1
B6,538,1,1,1,1,1,1,1,1,1,1,1,1
B6,539,1,1,1,0,1,1,0,1,0,1,0,0
B6,540,1,1,0,1,1,1,0,0,0,0,1,0
B6,541,1,1,0,0,0,1,0,0,0,0,0,0
B6,542,1,1,1,0,0,0,0,0,0,1,0,0
B6,543,0,0,0,1,0,1,0,1,0,0,0,0
B6,544,0,1,0,0,1,1,1,0,0,1,0,0
B6,545,1,1,1,0,1,0,1,0,0,0,0,0
B6,546,1,1,1,1,1,1,1,1,1,1,0,1
B6,547,1,1,1,1,1,1,1,1,1,1,1,1
B6,548,1,0,0,0,0,0,0,0,0,0,0,0
B6,549,1,1,0,0,0,1,0,0,1,0,1,1
B6,550,1,1,1,1,1,1,1,1,1,1,1,1
B6,551,1,1,1,1,1,0,0,0,0,0,0,1
B6,552,1,1,0,0,0,1,0,0,0,0,1,1
B6,553,0,0,1,1,0,1,0,1,0,1,1,0
B6,554,0,1,1,1,1,0,1,1,1,0,1,0
B6,555,0,0,1,0,0,0,1,0,0,0,1,0
B6,556,0,0,0,0,0,0,0,0,0,0,0,0
B6,557,1,1,1,1,1,1,1,1,1,1,1,1
B6,558,1,1,1,1,0,0,0,0,1,1,0,0
B6,559,1,1,1,1,1,1,1,1,0,0,1,1
B6,560,0,0,0,0,0,0,0,0,0,0,0,0
B6,561,0,0,1,1,0,1,0,0,1,0,0,0
B6,562,0,0,0,0,0,0,0,0,0,0,0,1
B6,563,1,1,1,1,0,0,1,0,0,0,0,0
B6,564,1,1,1,1,0,1,1,1,0,1,1,1
B6,565,1,1,1,0,1,1,1,1,1,1,0,1
B6,566,1,1,0,0,1,0,1,1,0,1,0,1
B6,567,1,1,1,1,1,1,1,1,0,0,1,0
B6,568,1,0,1,0,1,0,1,1,1,1,0,0
B6,569,1,1,1,1,1,0,1,1,1,1,1,1
B6,570,0,1,0,1,1,0,0,1,0,0,1,0
B6,571,1,0,1,1,1,1,1,1,1,1,1,1
B6,572,1,1,1,1,1,1,1,0,1,0,0,0
B6,573,1,1,0,0,0,0,0,0,0,0,0,0
B6,574,1,1,1,1,0,1,1,1,1,1,1,1
B6,575,0,1,1,1,1,1,1,1,0,1,1,1
B6,576,1,1,1,1,1,0,0,1,1,0,0,0
B6,577,1,0,0,0,0,0,0,0,0,0,1,0
B6,578,1,0,1,1,1,1,1,1,0,0,1,0
B6,579,1,1,1,1,1,1,1,1,1,1,1,0
B6,580,1,0,1,1,1,1,1,1,0,0,1,1
B6,581,1,1,1,0,1,1,0,1,0,0,0,1
B6,582,0,0,1,0,0,0,0,1,0,0,0,0
B6,583,0,1,1,1,0,1,0,1,0,0,1,1
B6,584,1,1,1,1,0,1,1,1,0,0,0,1
B6,585,1,1,0,1,1,1,1,1,1,1,0,1
B6,586,1,1,1,1,1,0,1,1,1,1,0,1
B6,587,1,1,1,1,1,1,0,0,1,0,1,0
B6,588,1,1,1,1,1,1,1,1,1,1,1,1
B6,589,1,1,1,1,1,1,1,1,1,1,1,1
B6,590,1,1,1,1,1,1,1,1,1,1,0,1
B6,591,1,0,1,1,1,1,0,1,1,1,1,1
B6,592,1,1,1,1,0,1,0,1,1,1,1,1
B6,593,1,1,0,1,1,0,1,1,1,1,1,0
B6,594,1,1,0,1,1,1,1,0,0,1,0,1
B6,595,1,1,1,1,1,1,1,0,1,1,1,1
B6,596,0,0,0,1,1,1,0,1,0,0,1,1
B6,597,1,0,1,1,1,1,1,1,1,1,0,0
B6,598,1,1,0,1,1,0,1,1,1,1,0,0
B6,599,1,0,0,0,1,0,0,1,1,1,0,0
B6,600,1,0,1,1,1,1,1,1,1,1,1,0
B6,601,1,1,1,0,1,1,1,1,1,1,1,1
B6,602,1,1,1,0,1,0,1,1,1,0,1,1
B6,603,0,0,0,0,1,0,0,1,0,0,0,0
B6,604,0,0,0,0,1,0,0,0,0,0,1,0
B6,605,1,1,1,1,1,1,1,1,1,1,1,1
B6,606,1,1,1,1,0,1,1,1,1,0,0,1
B6,607,1,0,1,1,1,1,0,0,1,1,0,0
B6,608,1,0,0,0,1,0,1,0,1,1,1,0
B6,609,1,0,1,0,0,0,0,0,0,0,0,0
B6,610,0,1,1,1,1,0,1,0,1,1,1,1
B6,611,1,1,1,1,1,0,1,1,1,1,1,1
B6,612,1,1,1,1,1,0,1,0,1,1,0,1
B6,613,0,0,0,1,0,0,0,1,0,0,0,1
B6,614,1,1,1,1,1,1,1,1,0,1,1,0
B6,615,1,1,1,1,1,0,1,0,1,1,0,1
B6,616,1,0,0,1,1,1,0,0,1,0,1,0
B6,617,1,0,1,1,1,1,0,1,1,1,1,0
B6,618,0,1,1,1,1,0,1,1,0,1,1,1
B6,619,1,0,1,0,1,0,0,0,0,0,0,0
B6,620,1,1,1,1,1,0,0,1,1,0,1,0
B6,621,1,1,1,1,1,1,1,0,1,1,1,1
B6,622,1,1,1,1,1,1,1,1,0,1,1,1
B6,623,1,1,1,1,1,1,1,1,1,0,1,0
B6,624,1,1,1,1,0,1,1,1,0,1,1,0
B6,625,1,1,1,1,0,1,0,0,0,0,0,0
B6,626,1,0,0,0,0,1,1,0,0,0,0,0
B6,627,1,1,1,1,1,1,1,1,1,1,1,1
B6,628,1,1,1,1,0,0,1,0,1,0,1,1
B6,629,0,1,0,0,1,1,0,1,1,0,0,0
B6,630,1,1,1,1,1,0,1,1,1,1,1,1
B6,631,1,1,1,1,1,1,1,1,1,1,1,1
B6,632,1,1,1,1,1,1,1,1,1,1,1,1
B6,633,0,1,1,0,1,0,0,0,0,1,1,0
B6,634,1,1,1,0,1,1,1,1,1,1,1,1
B6,635,1,0,1,1,1,1,0,1,1,0,1,1
B6,636,1,1,1,1,1,0,1,0,1,1,0,1
B6,637,0,0,1,1,1,1,1,0,1,1,1,0
B6,638,1,1,1,1,0,1,1,1,1,1,1,0
B6,639,1,1,1,1,1,1,1,1,1,1,1,1
B6,640,1,0,1,1,1,0,0,0,1,0,0,1
B6,641,1,1,1,1,1,1,1,1,1,1,1,1
B6,642,1,0,0,1,1,0,1,0,0,0,0,0
B6,643,1,1,1,1,1,0,0,1,1,1,1,1
B6,644,1,1,1,1,1,1,1,1,1,0,0,1
B6,645,1,1,1,1,1,1,1,1,0,1,1,0
B6,646,1,0,1,1,0,0,0,0,1,1,0,0
B6,647,1,1,1,1,1,1,1,0,1,1,1,1
B6,648,1,1,1,1,0,0,0,0,0,0,0,0
B6,649,1,1,1,1,1,1,1,1,1,0,1,1
B6,650,1,1,1,1,1,1,1,1,1,1,1,1
B6,651,0,0,0,0,1,0,0,0,1,0,0,0
B6,652,1,1,1,1,1,1,1,0,1,1,1,0
B6,653,0,1,0,1,1,0,0,1,0,1,0,0
B6,654,1,1,1,1,1,1,1,1,1,1,1,1
B6,655,0,1,1,0,1,1,0,1,0,1,0,1
B6,656,0,1,1,0,0,0,0,0,0,0,0,0
B6,657,1,1,1,1,1,0,1,1,1,0,0,1
B6,658,1,1,1,1,1,1,1,1,1,0,1,1
B6,659,1,1,1,1,0,1,0,1,0,1,1,1
B6,660,1,0,1,1,1,0,0,0,0,1,0,0
B6,661,1,1,1,0,1,1,0,1,0,0,0,0
B6,662,1,1,1,1,1,1,0,1,0,1,1,0
B6,663,1,0,1,0,1,1,0,1,0,0,0,1
B6,664,1,0,1,1,1,1,1,1,1,1,0,1
B6,665,0,0,1,1,0,1,0,0,0,0,0,0
B6,666,1,0,1,0,1,0,1,0,0,0,0,0
B6,667,1,1,0,1,1,0,1,1,0,1,0,1
B6,668,0,0,0,0,0,0,0,1,0,0,1,0
B6,669,1,0,1,1,0,0,1,0,1,1,0,1
B6,670,1,0,0,1,1,1,1,1,1,1,0,1
B6,671,1,1,1,1,0,1,1,1,1,0,1,0
B6,672,1,1,1,1,1,1,1,1,0,1,1,1
B6,673,0,1,1,0,0,1,0,0,0,0,0,0
B6,674,1,1,1,1,1,0,1,0,0,0,1,0
B6,675,0,1,1,0,1,1,0,0,0,0,0,0
B6,676,1,1,1,1,1,1,1,1,1,1,1,1
B6,677,1,0,1,0,0,0,0,0,0,0,0,0
B6,678,1,1,1,1,1,0,1,1,1,1,1,1
B6,679,0,1,0,1,1,1,0,1,1,0,1,0
B6,680,1,1,1,1,1,1,1,1,1,1,1,1
B6,681,1,1,1,1,0,1,1,1,0,0,1,0
B6,682,1,1,1,1,0,1,1,1,1,1,1,1
B6,683,1,1,1,1,1,0,1,0,1,0,1,0
B6,684,1,1,1,1,1,1,0,1,1,1,1,1
B6,685,1,0,0,1,1,1,0,1,1,0,0,0
B6,686,1,1,1,1,1,1,1,0,1,1,1,1
B6,687,0,1,1,0,1,0,1,1,1,1,1,0
B6,688,1,0,1,1,1,1,1,0,0,0,1,1
B6,689,0,1,0,0,0,0,0,0,0,0,0,0
B6,690,1,1,1,1,1,1,0,1,0,1,1,0
B6,691,1,1,1,1,1,1,1,1,1,1,1,1
B6,692,0,1,1,1,1,1,1,1,0,1,1,1
B6,693,0,1,0,1,1,1,0,0,0,0,0,0
B6,694,1,1,1,1,1,1,1,0,1,1,1,1
B6,695,1,1,1,1,1,1,1,1,1,1,1,0
B6,696,1,1,1,1,1,1,1,0,1,1,1,1
B6,697,1,1,1,1,1,1,1,1,1,1,1,0
B6,698,0,1,0,0,0,0,0,1,1,1,0,0
B6,699,1,0,0,1,0,1,1,1,1,1,1,1
B6,700,1,1,1,1,1,1,1,1,1,1,1,1
B6,701,0,1,0,0,0,0,0,0,0,0,0,0
B6,702,0,1,1,1,0,1,0,0,1,0,0,0
B6,703,1,1,1,0,1,1,1,1,1,1,1,1
B6,704,1,1,1,1,1,0,1,0,0,0,1,0
B6,705,1,0,1,1,1,1,1,1,1,1,0,0
B6,706,1,0,0,0,1,0,1,0,0,1,0,0
B6,707,0,1,1,1,1,1,1,0,1,0,1,1
B6,708,1,1,1,1,1,1,0,1,1,1,1,0
B6,709,1,0,1,1,1,1,1,1,1,0,1,0
B6,710,1,1,1,0,1,1,0,0,1,1,0,0
B6,711,0,1,1,1,1,0,0,0,1,1,1,1
B6,712,1,1,1,1,1,1,1,1,1,1,1,1
B6,713,1,1,1,1,1,1,1,1,1,1,1,1
B6,714,1,1,1,1,1,1,1,1,1,0,1,1
B6,715,0,1,0,1,0,1,1,1,0,0,0,0
B6,716,0,1,1,1,0,1,1,0,1,1,1,1
B6,717,1,1,1,1,1,1,1,1,1,0,1,1
B6,718,1,1,0,1,1,1,0,0,1,1,0,1
B6,719,1,1,0,1,1,1,1,1,0,0,1,0
B6,720,0,1,0,1,0,0,1,0,0,0,0,0
B6,721,0,1,1,1,0,0,0,1,0,1,0,1
B6,722,1,1,1,1,1,1,1,1,1,1,1,1
B6,723,1,1,1,1,0,1,1,0,1,1,0,1
B6,724,1,1,1,1,0,1,1,1,1,1,0,1
B6,725,1,1,1,1,1,1,1,0,0,0,0,1
B6,726,1,1,1,1,1,1,1,1,1,1,1,1
B6,727,1,1,1,1,1,1,1,1,0,1,1,1
B6,728,0,1,0,1,1,0,0,1,0,0,0,0
B6,729,1,1,0,1,0,0,1,1,0,1,1,0
B6,730,1,1,1,1,1,1,1,1,1,1,0,1
B6,731,1,1,1,1,1,1,1,0,0,1,0,0
B6,732,1,1,1,1,1,1,1,1,0,1,1,1
B6,733,1,1,0,0,1,1,1,1,1,1,1,1
